
#Centro 	 err 	 	 		  Fwhm 	 err		  Altura 	 err 				 Area 	 Err				 Intensidad 	 Err
1.532985 	 0.000000 	 	 0.000052 	 0.000000 	 	 499901534.132883 	 2199940.851556 	 	 762417464.313053 	 34371.268492 	 	 34371.268492 	 200.489524 
1.533013 	 0.000000 	 	 0.000037 	 0.000000 	 	 2509986614.561305 	 6983804.581970 	 	 3828069128.559321 	 123653.533426 	 	 123653.533426 	 454.138917 
1.533021 	 0.000000 	 	 0.000033 	 0.000000 	 	 2455140241.401062 	 7829208.824479 	 	 3744420990.083146 	 108854.030097 	 	 108854.030097 	 458.725126 
1.533036 	 0.000000 	 	 0.000029 	 0.000000 	 	 5503571993.639459 	 14019532.727146 	 	 8393691792.391156 	 210114.060285 	 	 210114.060285 	 707.604674 
1.533048 	 0.000000 	 	 0.000028 	 0.000000 	 	 7161688956.779326 	 21904812.089605 	 	 10922544464.876686 	 267218.587159 	 	 267218.587159 	 1078.069771 
1.533055 	 0.000000 	 	 0.000029 	 0.000000 	 	 9077874772.469128 	 27963486.170854 	 	 13844987048.064503 	 354240.808029 	 	 354240.808029 	 1438.277398 
1.533062 	 0.000000 	 	 0.000029 	 0.000000 	 	 12741926736.360750 	 34102872.646792 	 	 19433161951.882538 	 484142.476137 	 	 484142.476137 	 1709.008900 
1.533071 	 0.000000 	 	 0.000028 	 0.000000 	 	 13220172084.842665 	 62624275.638635 	 	 20162550803.512207 	 499175.308167 	 	 499175.308167 	 3126.316800 
1.533074 	 0.000000 	 	 0.000029 	 0.000000 	 	 16422829520.013073 	 51863836.839223 	 	 25047036635.349854 	 631998.807428 	 	 631998.807428 	 2639.253633 
1.533073 	 0.000000 	 	 0.000031 	 0.000000 	 	 17557222284.942394 	 68400012.974242 	 	 26777139058.165352 	 715540.330980 	 	 715540.330980 	 3686.973831 
1.533079 	 0.000000 	 	 0.000028 	 0.000000 	 	 23117666781.007153 	 72979520.430569 	 	 35257569110.248878 	 876281.882392 	 	 876281.882392 	 3655.892953 
1.533076 	 0.000000 	 	 0.000030 	 0.000000 	 	 24333532010.331516 	 86814442.417283 	 	 37111928062.549034 	 972000.867182 	 	 972000.867182 	 4586.166430 
1.533073 	 0.000000 	 	 0.000032 	 0.000000 	 	 25466625542.316093 	 104091363.750134 	 	 38840048979.368553 	 1069203.857998 	 	 1069203.857998 	 5780.268807 
1.533067 	 0.000000 	 	 0.000037 	 0.000000 	 	 24775644516.632015 	 142136888.125915 	 	 37786209441.939865 	 1205048.862438 	 	 1205048.862438 	 9135.949993 
1.533056 	 0.000000 	 	 0.000032 	 0.000000 	 	 32594541095.298901 	 112220722.409591 	 	 49711084434.719139 	 1393021.294315 	 	 1393021.294315 	 6323.565337 
1.533047 	 0.000000 	 	 0.000031 	 0.000000 	 	 32484685328.546162 	 186668370.088557 	 	 49543539529.554825 	 1358420.094958 	 	 1358420.094958 	 10304.711763 
1.533024 	 0.000000 	 	 0.000028 	 0.000000 	 	 43773939376.929138 	 229055539.179402 	 	 66761179120.286865 	 1634107.440090 	 	 1634107.440090 	 11306.599059 
1.533022 	 0.000000 	 	 0.000028 	 0.000000 	 	 49086381902.694672 	 212877731.341197 	 	 74863372618.909622 	 1800598.378000 	 	 1800598.378000 	 10322.029194 
1.533016 	 0.000000 	 	 0.000029 	 0.000000 	 	 52434757619.998283 	 251089472.574605 	 	 79970098543.210190 	 2016106.311008 	 	 2016106.311008 	 12723.168383 
