
#Centro 	 err 	 	 		  Fwhm 	 err		  Altura 	 err 				 Area 	 Err				 Intensidad 	 Err
1.535617 	 0.000005 	 	 0.000122 	 0.037578 	 	 22371274.983329 	 5398656035.152997 	 	 34119220.649772 	 3619.346379 	 	 3619.346379 	 327.040734 
1.535663 	 0.000005 	 	 0.000086 	 10.961677 	 	 50318937.134690 	 5029291969047.343750 	 	 76743186.083042 	 5733.666244 	 	 5733.666244 	 723.814613 
1.535684 	 0.000007 	 	 0.000077 	 0.127379 	 	 35859766.018485 	 46310192298.383957 	 	 54690994.149671 	 3674.820681 	 	 3674.820681 	 727.617299 
1.535709 	 0.000004 	 	 0.000056 	 15.716976 	 	 85605442.065678 	 18816357193477.777344 	 	 130559879.525720 	 6359.683594 	 	 6359.683594 	 1018.091905 
1.535728 	 0.000003 	 	 0.000043 	 0.000337 	 	 142950338.060195 	 880851612.329829 	 	 218018603.314741 	 8114.905661 	 	 8114.905661 	 1363.590103 
1.535746 	 0.000002 	 	 0.000038 	 49.205125 	 	 261807553.578122 	 267816498469957.562500 	 	 399291935.527400 	 13083.883873 	 	 13083.883873 	 1662.482481 
1.535770 	 0.000001 	 	 0.000028 	 13.752520 	 	 1059469284.738229 	 402214718914492.937500 	 	 1615833980.163316 	 39874.973316 	 	 39874.973316 	 1728.230586 
1.535788 	 0.000000 	 	 0.000023 	 31.197809 	 	 3439836077.534614 	 3612010681721313.000000 	 	 5246215346.059259 	 106181.752871 	 	 106181.752871 	 2840.575195 
1.535794 	 0.000000 	 	 0.000022 	 1.143039 	 	 7548476321.712486 	 312289230920259.500000 	 	 11512447519.509600 	 216681.582237 	 	 216681.582237 	 2302.926245 
1.535794 	 0.000000 	 	 0.000024 	 34.049548 	 	 9240173854.008711 	 10381848223684606.000000 	 	 14092515102.609051 	 290935.238281 	 	 290935.238281 	 3277.998329 
1.535806 	 0.000000 	 	 0.000022 	 83.352913 	 	 14038943515.267513 	 41307378200902592.000000 	 	 21411287995.165932 	 413200.968482 	 	 413200.968482 	 3254.875934 
1.535808 	 0.000000 	 	 0.000021 	 32.936368 	 	 18266836224.781666 	 21868237653674852.000000 	 	 27859396310.269798 	 522141.132005 	 	 522141.132005 	 3898.019559 
1.535810 	 0.000000 	 	 0.000022 	 87.883457 	 	 21489176996.589123 	 66033295884202816.000000 	 	 32773901893.165154 	 638532.562787 	 	 638532.562787 	 4895.714656 
1.535821 	 0.000000 	 	 0.000023 	 0.236213 	 	 24412232402.796497 	 197057447348967.968750 	 	 37231956807.345093 	 742208.680436 	 	 742208.680436 	 7306.550394 
1.535816 	 0.000000 	 	 0.000023 	 40.064401 	 	 31178561284.883999 	 42522115503790752.000000 	 	 47551523675.523643 	 951601.893247 	 	 951601.893247 	 5406.169258 
1.535815 	 0.000000 	 	 0.000021 	 310.638628 	 	 37909229651.627304 	 442952252121070272.000000 	 	 57816703433.784653 	 1047099.102968 	 	 1047099.102968 	 8432.246649 
1.535803 	 0.000000 	 	 0.000018 	 1.033325 	 	 64509031058.376434 	 2844694614453672.000000 	 	 98384998898.094254 	 1570512.941703 	 	 1570512.941703 	 9259.697112 
1.535799 	 0.000000 	 	 0.000017 	 0.461394 	 	 61018832666.895409 	 1276780643772533.000000 	 	 93061974210.446228 	 1397921.519745 	 	 1397921.519745 	 8142.458658 
1.535795 	 0.000000 	 	 0.000018 	 4.038715 	 	 64623771223.777359 	 11348093785417482.000000 	 	 98559993171.939758 	 1544202.206520 	 	 1544202.206520 	 10234.046883 
