
#Centro 	 err 	 	 		  Fwhm 	 err 				 Area 	 Err
.612379 	 0.017823 
1.530168 	 0.000003 	 	 0.000321 	 0.000006 	 	 66.678482 	 0.018666 
1.530170 	 0.000003 	 	 0.000329 	 0.000006 	 	 74.533478 	 0.021392 
1.530192 	 0.000003 	 	 0.000322 	 0.000005 	 	 81.132580 	 0.022805 
1.530210 	 0.000002 	 	 0.000308 	 0.000004 	 	 107.411742 	 0.028827 
1.530205 	 0.000003 	 	 0.000320 	 0.000005 	 	 102.023510 	 0.028451 
1.530247 	 0.000002 	 	 0.000318 	 0.000004 	 	 150.127192 	 0.041689 
1.530269 	 0.000002 	 	 0.000324 	 0.000004 	 	 177.600060 	 0.050183 
1.530285 	 0.000002 	 	 0.000328 	 0.000003 	 	 193.428426 	 0.055270 
1.530302 	 0.000002 	 	 0.000324 	 0.000003 	 	 222.216795 	 0.062835 
1.530362 	 0.000002 	 	 0.000305 	 0.000003 	 	 328.899054 	 0.087459 
1.530471 	 0.000001 	 	 0.000314 	 0.000002 	 	 621.270597 	 0.170069 
1.530449 	 0.000001 	 	 0.000313 	 0.000002 	 	 549.851593 	 0.150306 
1.530579 	 0.000001 	 	 0.000305 	 0.000002 	 	 1094.685159 	 0.290994 
1.530652 	 0.000001 	 	 0.000288 	 0.000002 	 	 1596.736598 	 0.401758 
1.530707 	 0.000001 	 	 0.000270 	 0.000001 	 	 2241.631592 	 0.527599 
1.530760 	 0.000001 	 	 0.000254 	 0.000001 	 	 3091.823032 	 0.685833 
1.530777 	 0.000001 	 	 0.000247 	 0.000001 	 	 3339.487192 	 0.719863 
1.530811 	 0.000001 	 	 0.000216 	 0.000001 	 	 4616.340621 	 0.870683 
1.530838 	 0.000000 	 	 0.000208 	 0.000001 	 	 5511.141911 	 1.001014 
1.530868 	 0.000000 	 	 0.000195 	 0.000001 	 	 6978.358951 	 1.189664 
1.530893 	 0.000000 	 	 0.000185 	 0.000001 	 	 8463.582806 	 1.364896 
1.530917 	 0.000000 	 	 0.000173 	 0.000001 	 	 10606.722787 	 1.597199 
1.530990 	 0.000000 	 	 0.000124 	 0.000001 	 	 25284.073576 	 2.737506 
1.531042 	 0.000000 	 	 0.000094 	 0.000000 	 	 57761.630543 	 4.755006 
1.531039 	 0.000000 	 	 0.000094 	 0.000000 	 	 56240.718158 	 4.597854 
1.531063 	 0.000000 	 	 0.000076 	 0.000000 	 	 104635.139769 	 6.897339 
1.531093 	 0.000000 	 	 0.000058 	 0.000000 	 	 252083.230428 	 12.750340 
1.531105 	 0.000000 	 	 0.000049 	 0.000000 	 	 463262.398824 	 19.729683 
1.531107 	 0.000000 	 	 0.000046 	 0.000000 	 	 481759.447768 	 19.438813 
1.531117 	 0.000000 	 	 0.000039 	 0.000000 	 	 948551.404230 	 32.546994 
1.531126 	 0.000000 	 	 0.000037 	 0.000000 	 	 1407617.424690 	 45.148728 
1.531140 	 0.000000 	 	 0.000032 	 0.000000 	 	 3627507.791311 	 101.236942 
1.531143 	 0.000000 	 	 0.000027 	 0.000000 	 	 5568210.793762 	 131.837197 
1.531144 	 0.000000 	 	 0.000025 	 0.000000 	 	 7814113.502244 	 172.658910 
1.531148 	 0.000000 	 	 0.000024 	 0.000000 	 	 12320269.833893 	 257.677318 
1.531156 	 0.000000 	 	 0.000026 	 0.000000 	 	 18283563.140526 	 422.465645 
