812.84784	1142
812.86011	1227
812.87231	1223
812.88458	1205
812.89685	1225
812.90912	1263
812.92139	1237
812.93359	1221
812.94586	1245
812.95813	1237
812.97034	1273
812.9826	1274
812.99487	1259
813.00708	1264
813.01935	1251
813.03162	1245
813.04382	1272
813.05609	1303
813.06836	1241
813.08057	1284
813.09283	1264
813.10504	1314
813.11731	1258
813.12952	1281
813.14178	1272
813.15399	1302
813.16626	1317
813.17847	1327
813.19073	1359
813.20294	1299
813.21521	1332
813.22742	1388
813.23969	1333
813.25189	1393
813.2641	1393
813.27637	1423
813.28857	1383
813.30084	1411
813.31305	1461
813.32526	1413
813.33752	1409
813.34973	1457
813.36194	1453
813.37415	1406
813.38641	1461
813.39862	1445
813.41083	1394
813.4231	1410
813.4353	1455
813.44751	1390
813.45972	1374
813.47192	1413
813.48419	1418
813.4964	1444
813.50861	1418
813.52081	1461
813.53302	1423
813.54523	1420
813.55743	1400
813.56964	1429
813.58191	1461
813.59412	1450
813.60632	1456
813.61853	1466
813.63074	1405
813.64294	1455
813.65515	1446
813.66736	1446
813.67957	1474
813.69177	1463
813.70398	1430
813.71619	1392
813.72839	1478
813.74054	1457
813.75275	1441
813.76495	1477
813.77716	1509
813.78937	1482
813.80157	1443
813.81378	1521
813.82599	1504
813.83813	1490
813.85034	1544
813.86255	1492
813.87476	1531
813.88696	1518
813.89911	1567
813.91132	1511
813.92352	1502
813.93573	1566
813.94788	1528
813.96008	1527
813.97229	1525
813.98444	1477
813.99664	1483
814.00885	1485
814.021	1515
814.0332	1488
814.04541	1443
814.05756	1431
814.06976	1427
814.08191	1403
814.09412	1440
814.10626	1425
814.11847	1433
814.13062	1366
814.14282	1449
814.15497	1411
814.16718	1444
814.17932	1421
814.19153	1431
814.20367	1456
814.21588	1405
814.22803	1377
814.24023	1436
814.25238	1399
814.26453	1426
814.27673	1449
814.28888	1425
814.30109	1402
814.31323	1446
814.32538	1442
814.33752	1414
814.34973	1436
814.36188	1468
814.37402	1449
814.38623	1379
814.39838	1491
814.41052	1454
814.42267	1396
814.43488	1393
814.44702	1532
814.45917	1470
814.47131	1453
814.48346	1480
814.49561	1491
814.50781	1452
814.51996	1483
814.5321	1539
814.54425	1481
814.5564	1456
814.56854	1447
814.58069	1464
814.59283	1419
814.60498	1422
814.61713	1388
814.62927	1433
814.64142	1368
814.65356	1422
814.66571	1466
814.67786	1401
814.69	1433
814.70215	1364
814.71429	1397
814.72644	1393
814.73859	1406
814.75073	1439
814.76288	1412
814.77502	1380
814.78711	1434
814.79926	1390
814.8114	1434
814.82355	1466
814.83569	1434
814.84784	1366
814.85992	1421
814.87207	1450
814.88422	1429
814.89636	1423
814.90845	1419
814.92059	1445
814.93274	1440
814.94482	1488
814.95697	1483
814.96912	1441
814.9812	1444
814.99335	1425
815.00549	1471
815.01758	1428
815.02972	1479
815.04187	1474
815.05396	1420
815.0661	1428
815.07819	1467
815.09033	1425
815.10242	1373
815.11456	1409
815.12665	1441
815.13879	1427
815.15088	1362
815.16302	1442
815.17511	1399
815.18726	1383
815.19934	1364
815.21149	1393
815.22357	1345
815.23566	1358
815.2478	1373
815.25989	1328
815.27203	1367
815.28412	1361
815.2962	1355
815.30835	1418
815.32043	1375
815.33252	1395
815.3446	1370
815.35675	1361
815.36884	1368
815.38092	1362
815.39301	1372
815.40515	1385
815.41724	1428
815.42932	1367
815.44141	1402
815.45349	1421
815.46564	1441
815.47772	1403
815.48981	1436
815.50189	1456
815.51398	1468
815.52606	1422
815.53815	1454
815.55023	1541
815.56232	1448
815.5744	1442
815.58649	1476
815.59857	1446
815.61066	1429
815.62274	1461
815.63483	1454
815.64691	1400
815.659	1408
815.67108	1512
815.68317	1422
815.69525	1447
815.70734	1481
815.71942	1448
815.73151	1413
815.74359	1396
815.75568	1424
815.7677	1395
815.77979	1378
815.79187	1407
815.80396	1432
815.81604	1381
815.82813	1383
815.84015	1368
815.85223	1391
815.86432	1353
815.8764	1406
815.88843	1380
815.90051	1352
815.9126	1363
815.92462	1368
815.93671	1409
815.94879	1352
815.96082	1398
815.9729	1384
815.98499	1384
815.99701	1373
816.00909	1349
816.02112	1409
816.0332	1390
816.04523	1453
816.05731	1420
816.0694	1398
816.08142	1401
816.09351	1385
816.10553	1388
816.11761	1409
816.12964	1422
816.14166	1430
816.15375	1385
816.16577	1381
816.17786	1446
816.18988	1396
816.20197	1396
816.21399	1401
816.22601	1429
816.2381	1406
816.25012	1373
816.26215	1388
816.27423	1395
816.28625	1380
816.29828	1374
816.31036	1364
816.32239	1383
816.33441	1391
816.34644	1392
816.35852	1383
816.37054	1389
816.38257	1369
816.39459	1401
816.40662	1372
816.4187	1339
816.43073	1388
816.44275	1415
816.45477	1376
816.4668	1389
816.47882	1417
816.49084	1399
816.50287	1438
816.51489	1428
816.52698	1394
816.539	1352
816.55103	1368
816.56305	1408
816.57507	1421
816.5871	1420
816.59912	1473
816.61115	1459
816.62317	1459
816.63513	1461
816.64716	1471
816.65918	1451
816.6712	1449
816.68323	1474
816.69525	1495
816.70728	1471
816.7193	1442
816.73132	1481
816.74329	1498
816.75531	1446
816.76733	1459
816.77936	1412
816.79138	1456
816.80334	1472
816.81537	1460
816.82739	1423
816.83942	1411
816.85138	1444
816.8634	1454
816.87543	1416
816.88739	1420
816.89941	1474
816.91144	1443
816.9234	1389
816.93542	1430
816.94745	1469
816.95941	1449
816.97144	1417
816.9834	1464
816.99542	1482
817.00739	1451
817.01941	1445
817.03143	1419
817.0434	1433
817.05542	1461
817.06738	1484
817.07941	1495
817.09137	1469
817.10333	1448
817.11536	1514
817.12732	1498
817.13934	1447
817.15131	1531
817.16327	1530
817.17529	1573
817.18726	1534
817.19928	1528
817.21124	1552
817.22321	1553
817.23523	1582
817.24719	1602
817.25916	1612
817.27112	1556
817.28314	1626
817.2951	1601
817.30707	1609
817.31903	1649
817.33105	1730
817.34302	1663
817.35498	1671
817.36694	1685
817.37891	1679
817.39087	1690
817.40289	1663
817.41486	1668
817.42682	1721
817.43878	1680
817.45074	1720
817.46271	1763
817.47467	1700
817.48663	1735
817.4986	1783
817.51056	1799
817.52252	1827
817.53448	1803
817.54645	1839
817.55841	1904
817.57037	1878
817.58234	1903
817.5943	1992
817.60626	2001
817.61823	2040
817.63019	2080
817.64215	2106
817.65411	2144
817.66602	2200
817.67798	2252
817.68994	2281
817.7019	2354
817.71387	2439
817.72577	2550
817.73773	2633
817.74969	2801
817.76166	2910
817.77362	2997
817.78552	3099
817.79749	3315
817.80945	3483
817.82135	3740
817.83331	3968
817.84528	4259
817.85718	4483
817.86914	4796
817.8811	5158
817.89301	5418
817.90497	5782
817.91687	6179
817.92883	6646
817.9408	6903
817.9527	7187
817.96466	7442
817.97656	7647
817.98853	7787
818.00043	7925
818.01239	8136
818.02429	8331
818.03625	8493
818.04816	8570
818.06012	8579
818.07202	8735
818.08392	8771
818.09589	8857
818.10779	8821
818.11975	9108
818.13165	9265
818.14355	9244
818.15552	9352
818.16742	9336
818.17932	9488
818.19128	9486
818.20319	9763
818.21509	9736
818.22699	9846
818.23895	10027
818.25085	10221
818.26276	10186
818.27466	10189
818.28656	10302
818.29852	10472
818.31042	10508
818.32233	10552
818.33423	10657
818.34613	10674
818.35803	10747
818.37	10828
818.3819	11094
818.3938	11019
818.4057	11074
818.4176	11054
818.4295	11059
818.44141	10991
818.45331	11190
818.46521	11113
818.47711	11228
818.48901	11288
818.50092	11379
818.51282	11466
818.52472	11530
818.53662	11333
818.54852	11411
818.56042	11617
818.57227	11581
818.58417	11507
818.59607	11589
818.60797	11493
818.61987	11495
818.63177	11440
818.64362	11521
818.65552	11671
818.66742	11668
818.67932	11681
818.69122	11627
818.70306	11753
818.71497	11702
818.72687	11774
818.73877	11808
818.75061	11860
818.76251	11937
818.77441	12075
818.78625	11999
818.79816	12179
818.81006	12280
818.8219	12575
818.8338	12501
818.84564	12642
818.85754	12887
818.86945	12735
818.88129	12589
818.89319	12864
818.90503	12934
818.91693	12773
818.92877	13015
818.94067	12999
818.95251	13074
818.96442	13094
818.97626	13362
818.98816	13361
819	13585
819.01184	13446
819.02374	13479
819.03558	13575
819.04749	13956
819.05933	14003
819.07117	14137
819.08307	14129
819.09491	14189
819.10675	14416
819.11865	14503
819.13049	14780
819.14233	14993
819.15417	14892
819.16608	15004
819.17792	15001
819.18976	15154
819.2016	15330
819.2135	15409
819.22534	15469
819.23718	15531
819.24902	15861
819.26086	15940
819.27271	16006
819.28461	16146
819.29645	16553
819.30829	16577
819.32013	16566
819.33197	17045
819.34381	16882
819.35565	17313
819.36749	17387
819.37933	17494
819.39117	17727
819.40302	17848
819.41486	18204
819.4267	18317
819.43854	18605
819.45038	18699
819.46222	19090
819.47406	19236
819.4859	19590
