
#Centro 	 err 	 	 		  Fwhm 	 err 				 Area 	 Err
1.528159 	 0.000004 	 	 0.000320 	 0.000005 	 	 52.748429 	 0.014735 
1.528163 	 0.000004 	 	 0.000328 	 0.000005 	 	 52.770990 	 0.015080 
1.528151 	 0.000004 	 	 0.000367 	 0.000011 	 	 59.769483 	 0.019144 
1.528179 	 0.000004 	 	 0.000329 	 0.000009 	 	 65.829276 	 0.018878 
1.528201 	 0.000003 	 	 0.000326 	 0.000011 	 	 81.236231 	 0.023123 
1.528195 	 0.000004 	 	 0.000342 	 0.000009 	 	 74.644853 	 0.022238 
1.528232 	 0.000003 	 	 0.000333 	 0.000007 	 	 104.675344 	 0.030449 
1.528249 	 0.000003 	 	 0.000341 	 0.000006 	 	 121.924886 	 0.036266 
1.528264 	 0.000003 	 	 0.000348 	 0.000004 	 	 130.584435 	 0.039680 
1.528277 	 0.000003 	 	 0.000352 	 0.000004 	 	 150.585507 	 0.046249 
1.528334 	 0.000003 	 	 0.000361 	 0.000012 	 	 211.925765 	 0.066813 
1.528449 	 0.000002 	 	 0.000344 	 0.000016 	 	 396.795753 	 0.119036 
1.528428 	 0.000002 	 	 0.000344 	 0.000003 	 	 363.076097 	 0.109056 
1.528547 	 0.000002 	 	 0.000293 	 0.000002 	 	 770.509504 	 0.196702 
1.528608 	 0.000001 	 	 0.000270 	 0.000001 	 	 1165.045502 	 0.274130 
1.528653 	 0.000001 	 	 0.000249 	 0.000001 	 	 1618.679884 	 0.351999 
1.528697 	 0.000001 	 	 0.000242 	 0.000001 	 	 2121.453935 	 0.447121 
1.528714 	 0.000001 	 	 0.000242 	 0.000001 	 	 2284.670899 	 0.482195 
1.528746 	 0.000001 	 	 0.000256 	 0.000001 	 	 2403.784919 	 0.535869 
1.528776 	 0.000001 	 	 0.000247 	 0.000001 	 	 2846.718686 	 0.612184 
1.528805 	 0.000001 	 	 0.000235 	 0.000001 	 	 3400.530524 	 0.697042 
1.528830 	 0.000001 	 	 0.000220 	 0.000001 	 	 4096.852037 	 0.784499 
1.528853 	 0.000001 	 	 0.000209 	 0.000001 	 	 4955.844843 	 0.901414 
1.528921 	 0.000001 	 	 0.000165 	 0.000001 	 	 9664.416363 	 1.387397 
1.528970 	 0.000001 	 	 0.000137 	 0.000001 	 	 17085.726909 	 2.034654 
1.528968 	 0.000001 	 	 0.000137 	 0.000001 	 	 16997.218455 	 2.032894 
1.528990 	 0.000001 	 	 0.000122 	 0.000002 	 	 23525.074777 	 2.494050 
1.529019 	 0.000002 	 	 0.000106 	 0.000002 	 	 36281.934523 	 3.343180 
1.529031 	 0.000003 	 	 0.000097 	 0.000003 	 	 44911.821112 	 3.809509 
1.529030 	 0.000003 	 	 0.000099 	 0.000003 	 	 42633.712862 	 3.670722 
1.529042 	 0.000004 	 	 0.000091 	 0.000005 	 	 53320.919291 	 4.232476 
1.529052 	 0.000005 	 	 0.000083 	 0.000006 	 	 63204.230178 	 4.601777 
1.529067 	 0.000007 	 	 0.000078 	 0.000008 	 	 85144.082655 	 5.773376 
1.529072 	 0.000010 	 	 0.000075 	 0.000010 	 	 93455.147734 	 6.126294 
1.529072 	 0.000011 	 	 0.000073 	 0.000011 	 	 101064.247507 	 6.392466 
1.529077 	 0.000013 	 	 0.000072 	 0.000014 	 	 109288.553254 	 6.861239 
1.529084 	 0.000014 	 	 0.000072 	 0.000014 	 	 129289.378305 	 8.161103 
